Wall time,Step,Value
1628615905.0759194,11159,5114.1416015625
1628616093.4162405,28040,9341.1923828125
1628616506.9341338,67130,7290.9638671875
1628616862.527387,100938,7308.19287109375
1628617277.7378938,140209,7044.34375
1628617677.2975304,178323,6136.060546875
1628618076.1040368,216311,5382.35205078125
1628618511.0162652,257762,4842.1533203125
1628618958.0826862,300427,4560.646484375
1628619407.006712,343061,3948.253173828125
1628619867.8489387,384515,3292.18603515625
1628620327.7148304,426361,2880.89794921875
1628620786.8104653,469026,2646.36474609375
1628621720.9539437,512989,2960.96923828125
1628622225.7985952,558363,2413.25390625
1628623335.3122582,604540,2127.6396484375
1628623861.9792345,652107,2409.246826171875
1628624464.0292363,699818,2278.19384765625
1628624948.7844284,746126,2007.0770263671875
1628625429.2654185,792192,1765.3675537109375
1628625909.863795,838347,2019.2703857421875
1628659826.570547,886187,1874.5435791015625
1628660345.591253,932976,1630.9163818359375
1628660872.0239325,979598,1339.06201171875
1628661369.885022,1025411,724.41748046875
1628661879.5111005,1072104,941.0254516601562
1628662350.3951035,1108797,706.7178344726562
1628662458.7559986,1118634,845.1199951171875
1628662580.871876,1130074,892.4921875
1628662702.0991611,1141521,986.6534423828125
1628662827.0664265,1153366,871.6954956054688
1628662951.738616,1165110,1099.448486328125
1628663075.4468384,1176532,994.5698852539062
1628663210.4977355,1188705,859.9176025390625
1628663329.8220696,1199298,840.760498046875
1628663448.4705124,1209836,747.919921875
1628663557.0436437,1219381,770.1939697265625
1628663677.2612638,1229808,928.55712890625
1628663807.3044505,1241391,1106.951904296875
1628663916.0542846,1250956,760.8897705078125
1628664045.1080172,1262334,716.7280883789062
1628664176.023391,1273732,747.9989013671875
1628664309.6747751,1285420,835.55224609375
1628664429.2696445,1295941,645.968017578125
1628664559.4241924,1307421,847.1553955078125
1628664696.8155525,1319460,1039.59521484375
1628664827.1825287,1330494,940.0963134765625
1628664970.6353104,1342866,819.5821533203125
1628665909.4729111,1354493,627.3477783203125
1628666036.3630757,1366245,909.0822143554688
1628666155.007894,1377341,956.202392578125
1628666271.5399096,1388403,895.19580078125
1628666403.1232493,1400903,999.4902954101562
1628666537.7407534,1413403,823.421142578125
1628666670.0148396,1425672,760.2347412109375
1628666803.467395,1438017,691.6109619140625
1628666934.4446504,1450062,581.646728515625
1628667063.8721964,1461794,800.7540283203125
1628667197.6111846,1473878,650.2178344726562
1628667319.5689461,1485116,659.8712158203125
1628667447.0519876,1496874,652.3629150390625
1628667568.9326684,1508129,660.291015625
1628667707.1055117,1520623,737.55810546875
1628667828.9357147,1531837,645.1236572265625
1628667964.73252,1544159,812.8685913085938
1628668101.1913228,1556659,750.20556640625
1628668231.7482893,1568472,681.9097900390625
1628668357.45164,1579973,600.2662353515625
1628668472.0005825,1590418,708.4849853515625
1628668716.7234635,1600500,673.726318359375
1628668842.8534474,1611565,664.7462158203125
1628668979.3039567,1623597,601.4527587890625
1628669114.5693488,1635825,672.490478515625
1628669235.983572,1646971,448.3392639160156
1628669376.332047,1659471,458.93450927734375
1628669507.1744196,1671076,450.8001708984375
1628669609.1873443,1680171,491.80401611328125
1628669743.638079,1692268,283.70880126953125
1628669868.933909,1703483,477.7221984863281
1628670004.7169776,1715763,373.6208801269531
1628670133.2555864,1727631,455.6744079589844
1628670252.7821448,1738751,268.6705322265625
