Wall time,Step,Value
1628684316.1076953,2215,885.8629760742188
1628684327.8777173,4665,1816.40087890625
1628684340.376376,6946,2784.265625
1628684354.6272006,9755,3638.785888671875
1628684367.3215182,12381,4280.19677734375
1628684380.438252,15272,4763.50048828125
1628684393.5477235,18077,5303.82373046875
1628684408.3800387,21299,6084.3466796875
1628684424.0788686,24464,6847.05859375
1628684438.5334868,27633,7475.71337890625
1628684453.626747,31174,8166.4580078125
1628684470.6077118,34427,8710.076171875
1628684487.4045765,38090,9315.5029296875
1628684507.8593762,42530,9885.658203125
1628684526.8753927,46577,10106.3359375
1628684561.9404068,53982,10047.60546875
1628684596.1203487,61417,9728.0556640625
1628684636.7337172,70385,9207.36328125
1628684673.2265415,78120,8893.537109375
1628684717.5250459,87348,8853.5751953125
1628684755.5742478,95369,8763.689453125
1628684869.9803667,104901,8575.68359375
1628684903.0207152,111979,8273.390625
1628684946.6473114,121088,8121.3525390625
1628684989.303612,130201,8082.8251953125
1628685027.5545876,138964,8025.2021484375
1628685063.7372408,146535,7938.431640625
1628685099.6709979,154801,7727.71533203125
1628685142.0376954,163553,7569.54052734375
1628685177.7373657,171348,7422.38525390625
1628685213.3326092,179176,7319.1708984375
1628685252.3390584,186951,7094.0771484375
1628685286.3097162,194205,6994.3662109375
1628685365.481955,202134,6973.49365234375
1628685405.9775014,210077,6831.841796875
1628685440.155597,217359,6727.2666015625
1628685473.6842372,224372,6832.83349609375
1628685502.9107864,230597,6649.70263671875
1628685536.4362078,238219,6558.833984375
1628685575.6966538,246589,6476.3759765625
1628685608.6824784,253677,6474.46337890625
1628685647.4870656,262134,6407.2001953125
1628685684.5635672,270056,6363.37890625
1628685725.7869399,279016,6280.90283203125
1628685768.7240355,287975,6208.087890625
1628685808.1983125,296439,6053.236328125
1628685844.8608053,304791,6045.044921875
1628685879.7865865,312395,5928.83447265625
1628685921.8301535,321267,5766.2578125
1628685964.056867,330234,5709.96630859375
1628686003.9270308,338331,5700.13525390625
1628686042.4495857,346347,5576.98828125
1628686090.869541,354795,5637.79052734375
1628686141.3240652,365062,5575.18896484375
1628686196.8874886,376435,5546.3193359375
1628686239.153357,384643,5483.1611328125
1628686289.3711674,394280,5457.55859375
1628686321.393923,401377,5466.556640625
1628686362.176127,410338,5233.146484375
1628686400.9706779,418656,5262.8271484375
1628686443.9717243,427916,5134.76904296875
1628686482.6971042,436297,5094.1396484375
1628686525.3770125,445162,4930.17529296875
1628686565.508274,453597,4771.755859375
1628686608.8024478,462388,4599.18017578125
1628686659.3870609,472574,4663.279296875
1628686701.6351624,482302,4638.00244140625
1628686755.7954314,493876,4510.75244140625
1628686804.9492629,504967,4360.9873046875
1628686851.278784,515146,4361.35498046875
1628686899.9166343,525829,4384.30712890625
1628686944.0568368,535534,4420.576171875
1628686992.692591,546151,4451.681640625
1628687039.6347487,555415,4262.796875
1628687088.531202,566052,4315.9638671875
1628687131.0232327,575276,4302.5341796875
1628687178.761164,585493,4300.3984375
1628687229.9257855,596670,4325.4736328125
1628687274.4203768,606869,4342.72705078125
1628687326.9305837,618452,4321.9794921875
1628687375.29437,628567,4313.87744140625
1628687420.7957788,638735,4332.044921875
1628687469.0278766,649314,4213.7646484375
1628687513.4060767,659028,4206.64697265625
1628687557.1558502,668312,4244.56005859375
1628687605.4863923,678944,4182.76318359375
1628687658.2709706,690550,3982.32666015625
1628687991.6883593,710549,3896.113525390625
1628688045.2718945,721964,3802.71630859375
1628688095.9054623,732512,3723.1484375
1628688142.6884687,742477,3717.05712890625
1628688193.6764252,753655,3756.39111328125
1628688246.420998,763818,3718.7001953125
1628688290.5300348,773208,3644.30029296875
1628688343.4635592,783895,3661.0009765625
1628688392.9208572,793225,3538.760009765625
1628688447.1096566,804295,3363.07177734375
1628688494.9942546,813586,3220.788330078125
1628688548.9509962,824666,3026.5
1628688606.3339927,836241,2820.259033203125
1628688657.9536853,846842,2771.379150390625
1628688715.0421934,858433,2743.543701171875
1628688766.9753864,869010,2673.89404296875
1628688822.5004442,880088,2687.7724609375
1628688882.4279113,892115,2529.04052734375
1628688944.2611856,904139,2395.08203125
1628688997.901005,915262,2423.406005859375
1628689052.6643918,925886,2326.174072265625
1628689106.4780452,936460,2320.187255859375
1628689156.5756464,946336,2251.7275390625
1628689211.4501245,957427,2112.49658203125
1628689265.2949204,968189,2009.91845703125
1628689329.020075,980686,1941.6754150390625
1628689391.0754566,992723,1961.1461181640625
1628689453.2895072,1005217,1941.8267822265625
1628689513.1244826,1017245,1697.9000244140625
1628689579.3977273,1029745,1558.2734375
1628689639.8525555,1042118,1488.615478515625
1628689695.3610766,1053043,1552.464111328125
1628689758.6809154,1065116,1625.2841796875
1628689814.3537242,1076586,1631.2099609375
1628689877.6886382,1089086,1737.75146484375
1628689940.4139163,1101399,1805.4737548828125
1628689995.08649,1112945,1937.293701171875
1628690051.601662,1124036,2035.596923828125
1628690114.839157,1136536,2036.3631591796875
1628690170.6082182,1148089,2063.099365234375
1628690222.6323822,1158586,2127.021728515625
1628690270.533187,1168526,2157.36083984375
1628690331.4434292,1180480,2084.171142578125
1628690387.468114,1192084,2052.847412109375
1628690520.3975906,1204271,2006.85791015625
1628690576.5399728,1215953,1923.297119140625
1628690624.7271676,1225903,1761.7076416015625
1628690679.3054209,1237178,1613.58154296875
1628690734.7788005,1247910,1609.5679931640625
1628690787.3466406,1258357,1489.6702880859375
1628690852.0892684,1269174,1500.721923828125
1628690913.6741583,1280974,1490.85498046875
1628690972.756984,1292286,1529.857421875
1628691032.584703,1304275,1585.453125
1628691089.7532728,1316118,1580.9317626953125
1628691144.890623,1327631,1917.5921630859375
1628691199.0087736,1338777,1630.8765869140625
1628691264.8292289,1350183,1568.6956787109375
1628691322.0758307,1360218,1621.7664794921875
1628691385.2462463,1371888,1707.2265625
1628691452.7853827,1384113,1674.9781494140625
1628691520.5574079,1395740,1660.186767578125
1628691659.5546067,1405252,1732.4248046875
1628691719.1416152,1416917,1827.1187744140625
1628691773.8592799,1427967,1811.022705078125
1628691831.715718,1439231,1775.160400390625
1628691888.334153,1449711,1779.3038330078125
1628691946.2825642,1461302,1769.5152587890625
1628691998.9970489,1472324,1769.9927978515625
1628692061.4423907,1484331,1730.3948974609375
1628692123.449481,1496169,1650.9127197265625
1628692175.338196,1506223,1595.53173828125
1628692227.353969,1516898,1447.9681396484375
1628692285.206734,1528903,1276.8133544921875
1628692340.1981652,1539741,1184.1773681640625
1628692390.9029884,1550284,1164.0101318359375
1628692449.1457694,1561796,1109.7884521484375
1628692496.3155458,1571021,1058.0948486328125
1628692548.6262438,1581725,825.8433227539062
1628692609.0530193,1593478,618.54541015625
1628692736.0943444,1605176,606.0007934570312
1628692799.7795806,1617193,472.95831298828125
1628692864.263229,1629693,228.23513793945312
