Wall time,Step,Value
1628749951.4608448,2599051,35272.47265625
1628750009.5518296,2611551,28545.447265625
1628750063.745398,2623089,38291.08984375
1628750121.620247,2635589,41036.18359375
1628750177.3758802,2647638,37114.84375
1628750235.5977385,2659116,39738.27734375
1628750293.4759755,2671616,57272.58984375
1628750353.230932,2683826,39712.58203125
1628750416.6537433,2696161,17175.10546875
1628750474.7885861,2708008,46554.43359375
1628750524.7945895,2718085,26386.14453125
1628750570.1563897,2727483,46828.4609375
1628750617.799572,2737642,35988.46875
1628750671.7678936,2748541,33294.8046875
1628750727.0043159,2759799,27761.994140625
1628750781.112076,2770318,38254.37109375
1628750840.6694047,2782278,27947.267578125
1628750898.3011072,2793562,19139.126953125
1628751036.7620006,2805804,26680.37890625
1628751100.5203233,2818193,34089.05078125
1628751158.737812,2829741,27802.73046875
1628751220.004471,2841374,36088.51171875
1628751281.4450257,2853390,24866.87890625
1628751344.3727837,2865890,32485.09765625
1628751408.4320433,2877920,7798.60009765625
1628751473.0522988,2890420,12453.9619140625
1628751538.748897,2902920,49313.88671875
1628751602.4450424,2915420,17143.2265625
1628751668.6176236,2927920,41305.70703125
1628751735.5571494,2940420,45775.12109375
1628751795.7117422,2951773,15249.5263671875
1628751857.8582118,2963420,27845.935546875
1628751918.8530881,2975907,9581.0478515625
1628751978.8224049,2987248,40923.78515625
1628752039.739469,2998802,21791.82421875
1628752102.4641511,3010824,16441.841796875
1628752168.3778133,3023324,36351.76953125
1628752228.0169313,3034863,22144.08984375
1628752288.2339666,3047156,24705.6328125
1628752348.1004403,3058864,29948.3046875
1628752411.5430746,3071040,32272.4921875
1628752470.3046129,3082951,33949.1953125
1628752533.4405315,3095280,34737.1328125
1628752592.0991507,3106962,17129.259765625
1628752657.2693915,3119242,37490.05078125
1628752717.9884076,3131193,37728.0
1628752778.749693,3143285,40578.46875
1628752841.546366,3155299,27643.927734375
1628752904.4094954,3167317,21440.8515625
1628752967.6333535,3179817,50970.6015625
1628753032.1299293,3192317,17925.94140625
1628753091.2459736,3204360,15577.2509765625
1628753150.3317256,3216375,20560.46875
1628753214.2250974,3228809,27879.23046875
1628753279.4274986,3241296,14084.869140625
1628753343.3801281,3253796,27158.74609375
1628753406.7577775,3265934,21084.943359375
1628753467.2797775,3277852,23306.173828125
1628753525.4690962,3289709,21230.875
1628753585.0054138,3301348,18269.505859375
